Year,Location,Treatment,HarvestNumber,time,N_application.kg.ha,P_application.kg.ha,K_application.kg.ha,DMLeaves#g.DM.m2,DMstems$g.DM.m2,DMRoots#g.DM.m2,Biomass#g.DM.m2,NUP_L#g.m2,NUP_ST#g.m2,NUP_SO#g.m2,NUP#g.m2,PUP_L#g.m2,PUP_ST#g.m2,PUP_SO#g.m2,PUP#g.m2,KUP_L#g.m2,KUP_ST#g.m2,KUP_SO#g.m2,KUP#g.m2,std_DMLeaves#g.DM.m2,std_DMstems#g.DM.m2,std_DMRoots#g.DM.m2,std_Biomass#g.DM.m2,std_NUP_L#g.m2,std_NUP_ST#g.m2,std_NUP_SO#g.m2,std_NUP#g.m2,std_PUP_L#g.m2,std_PUP_ST#g.m2,std_PUP_SO#g.m2,std_PUP#g.m2,std_KUP_L#g.m2,std_KUP_ST#g.m2,std_KUP_SO#g.m2,std_KUP#g.m2
2017,Benue,N0PfKf,3,531,0,100,300,101.4670139,329.6440972,885.6510417,1316.762153,3.286498118,1.866082761,2.811184764,7.963765643,0.251745621,0.462821618,0.857025002,1.571592241,1.320651711,2.54730761,7.308667284,11.1766266,50.29485498,80.32628523,115.1539333,104.2535545,1.629041202,0.454719188,0.365515274,1.871814267,0.124784489,0.112778423,0.111431924,0.186485195,0.654616547,0.62071719,0.950285999,0.984378524
2017,Benue,NfP0Kf,3,531,300,0,300,100.389385,416.7609126,761.3169643,1278.467262,3.998465792,4.734668919,5.703586942,14.43672165,0.211435657,0.277648108,0.705591752,1.194675518,1.633907299,3.65468185,6.334121376,11.62271052,35.04666828,114.8352252,94.2225205,212.5605756,1.395893643,1.304601163,0.705890401,3.110248887,0.073813734,0.076503775,0.087325827,0.207792889,0.570408984,1.007019133,0.783926944,2.078212772
2017,Benue,NfPfK0,3,531,300,100,0,65.90079363,868.9652777,764.9739583,1699.84003,2.54943382,11.40501453,4.926258773,18.88070713,0.190032444,1.235649664,0.87433231,2.300014418,0.57480455,4.884475098,4.535693883,9.994973531,19.15637697,677.6608882,522.8148018,1178.030187,0.741082355,8.894178487,3.366808733,11.49348437,0.055239595,0.963618996,0.597554817,1.501843292,0.167087102,3.809148442,3.099880555,6.72290147
2017,Benue,NfPfK1,3,531,300,100,240,107.5202546,486.5057871,1231.640625,1825.666667,4.147497417,4.703191387,9.294905133,18.14559394,0.2976283,0.732067934,1.693264051,2.722960285,1.577297137,4.576131435,9.752195512,15.90562408,56.95096797,144.9036567,188.4542611,389.8401738,2.196832525,1.40082533,1.422220446,5.015554554,0.15764676,0.218043286,0.25908761,0.634087914,0.835457459,1.36298107,1.492190792,3.686463443
2017,Benue,NfPfK2,1,304,300,100,180,110.6944444,192.6996528,375.4752604,678.8693576,6.083082935,1.69785865,2.892192145,10.67313373,0.318298097,0.340081519,0.517792347,1.176171963,1.384403876,1.647094555,3.189430451,6.220928882,13.33336726,37.72983974,34.3052956,62.38358243,0.732719508,0.332434095,0.264245123,0.967476631,0.038339642,0.066586634,0.047308096,0.109828435,0.166754216,0.322494684,0.2914023,0.55457568
2017,Benue,NfPfK2,2,415,300,100,180,26.59548611,379.1840278,562.4544271,968.233941,1.118459049,4.472090365,4.993211523,10.58376094,0.059250134,0.519000596,0.749337222,1.327587953,0.25147406,3.056685706,4.719409057,8.027568822,11.49469884,197.1477411,43.96772141,177.8536895,0.483403457,2.325157308,0.390325194,2.286131148,0.025608197,0.269842049,0.058576568,0.24682225,0.108688315,1.589251228,0.368921734,1.43100558
2017,Benue,NfPfK2,3,531,300,100,180,64.42088293,427.2668651,777.5651042,1269.252852,2.501053049,2.861777361,5.897299493,11.2601299,0.180618397,0.433101996,0.966455443,1.580175835,0.931757435,3.21122279,5.617726811,9.760707037,24.73164659,93.68744096,268.1705415,308.4458797,1.038955113,0.801649434,2.280075884,2.560939666,0.074240505,0.101536539,0.435240588,0.555766885,0.395822638,0.560922226,1.859321984,2.593609887
2017,Benue,NfPfK3,3,531,300,100,120,87.43055556,439.6788194,744.8697917,1271.979167,2.924139773,5.151006632,4.878978684,12.95412509,0.22990715,0.720203557,0.863484161,1.813594868,1.030935903,3.41541023,5.265594999,9.711941132,29.60164776,125.4085617,504.1570738,656.5075774,0.99003552,1.469209579,3.302284029,5.72707054,0.077840412,0.205421977,0.584439929,0.863269893,0.349047324,0.974169475,3.563961106,4.864880022
2017,Benue,NfPfK4,3,531,300,100,60,119.1369047,381.9909475,693.3965773,1330.346447,4.573456121,3.327520439,5.057149292,14.03506944,0.332022807,0.503150989,0.908537316,1.922095608,1.445648589,2.619475072,4.791386464,9.791839746,27.73710536,126.0464,318.4810396,536.6073682,1.064778664,1.097989298,2.322777782,4.914407988,0.077300578,0.166025848,0.417296419,0.744732423,0.336571672,0.864353998,2.200711385,3.847746636
2017,Benue,NfPfKf,1,304,300,100,300,89.88040128,154.1358024,459.7662169,703.7824206,4.675467843,1.507057666,3.497073279,9.679598788,0.269965946,0.258039699,0.611187756,1.139193402,1.163340924,1.294455492,4.237314102,6.695110518,13.56611006,46.76201185,17.89002216,70.0631912,0.705692347,0.457214011,0.136075066,1.053219932,0.040747345,0.078284573,0.023782005,0.121028524,0.175589014,0.39271436,0.164878672,0.63484649
2017,Benue,NfPfKf,2,415,300,100,300,49.3515625,286.3020833,668.5384115,1159.013021,1.955546424,3.189993676,5.733501081,12.34773562,0.095859102,0.442696343,0.870671388,1.624253753,0.402936821,1.91715748,6.018575326,9.605791857,42.34906707,182.4850964,277.6866828,569.7328747,1.678073854,2.033259056,2.381489035,6.766103945,0.08225765,0.282168694,0.361645412,0.822812619,0.345764097,1.221970387,2.499898568,4.58565375
2017,Benue,NfPfKf,3,531,300,100,300,109.8679316,466.8874009,1135.78125,1391.149554,3.891769558,3.536369937,8.395482906,13.39087164,0.28208841,0.563818183,1.574805951,1.903820445,1.603854014,3.569580218,11.05965722,13.32996196,8.983518146,118.3111727,519.5025133,1137.489639,1.320280353,0.84613091,3.715746712,9.572887698,0.091438543,0.316243751,0.693108883,1.831786995,0.490541432,1.110196152,5.666358162,11.50981414
2017,Benue,NfPfKfMn,3,531,300,100,300,85.04861112,577.734375,1075.338542,1738.121528,3.272543887,4.881440771,7.879749177,16.03373384,0.216344396,0.722864988,1.259730756,2.198940139,1.202905381,5.257339367,8.308668999,14.76891375,21.64769136,186.5252568,215.3649124,388.2866821,0.832970922,1.576004532,1.578127655,2.897825876,0.055066822,0.233381608,0.252294318,0.460399814,0.306179302,1.69736581,1.664030165,3.210698627
2017,Benue,NOTF,1,304,150,40,180,92.14409723,163.5677083,403.4570313,659.1688368,4.680100245,1.314329575,2.22510016,8.219529981,0.236476439,0.204527258,0.380509089,0.821512786,1.031600251,1.416978275,3.154749628,5.603328155,15.54524643,38.6920718,60.1706399,111.2761934,0.789560197,0.310905709,0.331846244,1.404206829,0.039894954,0.048381086,0.056748237,0.141222463,0.174036977,0.335187341,0.470491996,0.952839351
2017,Benue,NOTF,2,415,150,40,180,17.33072915,248.3482143,610.9858631,876.6648065,0.74501808,3.103543665,3.784891111,7.633452856,0.035747241,0.404686279,0.693079164,1.133512683,0.152492232,1.929340038,5.5933691,7.67520137,2.343777504,75.45144202,39.94149754,106.1886419,0.100754942,0.942897236,0.247426705,1.09857567,0.004834394,0.122948995,0.045308118,0.156018717,0.020622783,0.586158787,0.365650912,0.87291787
2017,Benue,NOTF,3,531,150,40,180,89.97519837,360.3831846,779.0969123,1229.455295,3.03606854,1.887332961,4.331773571,9.255175072,0.20626537,0.27095596,0.818612347,1.295833676,1.145385644,3.250604267,6.252728118,10.64871803,36.47931341,88.82691867,313.6464561,435.034932,1.779381016,0.255899917,1.962407683,3.946265964,0.133358238,0.141778436,0.55085725,0.825520518,0.50810732,0.93331649,3.134331989,4.556470369
2017,Benue,NOTH,3,531,75,20,90,111.4186508,416.703869,931.3318453,1459.454365,3.299749824,2.48749574,3.15951149,8.946757054,0.223050021,0.307904281,0.693782685,1.224736986,1.239212345,3.105782448,6.200006956,10.54500175,45.37389872,92.79995365,230.8220565,332.4530996,1.343783229,0.553965313,0.783055946,2.436597037,0.090834425,0.068570285,0.171947676,0.295176666,0.504654248,0.691657766,1.536614863,2.444344006
2017,CRS,Control,2,392,0,0,0,74.76388889,211.9305556,456.4270833,743.1215278,3.579976192,2.450172817,1.92558106,7.955730069,0.168852173,0.234319141,0.428434278,0.831605592,0.754147672,1.064050191,3.36706698,5.185264843,16.15970283,23.34718096,237.8141843,265.6628553,0.773787349,0.269921569,1.003293858,1.685692585,0.036496241,0.025813604,0.223228971,0.261514221,0.163003857,0.117220343,1.754357523,1.921330135
2017,CRS,Control,3,489,0,0,0,83.11111111,466.3333333,1252.546875,1384.475694,4.172282228,2.691764563,5.977132363,10.8488017,0.202925387,0.313538316,0.953332951,1.11092464,0.716601935,1.482536006,7.050852121,6.899706021,25.14973677,124.6310039,174.1913361,830.050398,1.157764417,0.520880535,1.055675677,4.668732689,0.032124869,0.030758743,0.336494544,0.700195721,0.102223763,0.437144848,1.898946726,4.807930557
2017,CRS,N0PfKf,3,489,0,100,300,90.47222222,647.4166667,991.5625,1729.451389,4.266211215,4.569893332,5.592702354,14.4288069,0.226497012,0.49555917,1.12758197,1.849638152,0.935966098,4.067252634,9.042189701,14.04540843,19.21485489,71.87695655,353.2333186,424.2345447,0.906075118,0.50735491,1.992339174,3.237207154,0.048104348,0.055017559,0.40168877,0.485914099,0.198784249,0.451551151,3.221181393,3.731510905
2017,CRS,NfP0Kf,3,489,300,0,300,227.8333333,914.3611111,1383.677083,2525.871528,11.32991495,7.531208706,7.956698111,26.81782176,0.505969519,0.482379872,0.828982567,1.817331959,2.722744354,6.276990478,11.1686444,20.16837923,167.7207655,144.2377735,234.1951067,515.2288524,8.340579408,1.188026002,1.34671578,10.64038044,0.372472253,0.076094005,0.140309949,0.56737982,2.004363281,0.990176769,1.890355703,4.632723818
2017,CRS,NfPfK0,3,489,300,100,0,98.37499999,1040.361111,989.625,2128.361111,4.954711276,10.12058592,6.752749028,21.82804622,0.297618131,1.209956722,1.163390602,2.670965455,1.017376469,4.887774688,6.370591391,12.27574255,36.1335053,617.9900012,558.375,1197.671521,1.819883976,6.011778829,3.810095985,11.47509485,0.109316252,0.718732321,0.65641857,1.465314832,0.373686181,2.903410991,3.594471611,6.787483378
2017,CRS,NfPfK1,3,489,300,100,240,137.6111111,828.6805555,1599.041667,2565.333333,7.078632816,8.238311608,10.82954514,26.14648956,0.374361537,0.800973,1.697653415,2.872987951,1.633675953,6.435149938,14.93995781,23.0087837,17.71133964,52.66660621,172.8884365,196.7368344,0.911060662,0.52358404,1.170890769,1.607264601,0.048182478,0.050905659,0.183550342,0.21152864,0.21026347,0.408984506,1.615308719,1.806298027
2017,CRS,NfPfK2,2,392,300,100,180,139.5,756.0694445,1078.875,1974.444445,6.829232571,8.972795585,7.365436578,23.16746473,0.334107522,0.728842597,1.190578028,2.253528147,1.64923526,4.811659741,8.839418205,15.30031321,22.48394491,207.2298036,207.0632074,362.9643226,1.100703146,2.459338465,1.413612255,3.348033951,0.053849857,0.199767243,0.228501824,0.377351856,0.265815876,1.318819733,1.696506347,2.663359988
2017,CRS,NfPfK2,3,489,300,100,180,156.0052083,905.25,1222.21875,1824.065972,8.334536438,6.850149078,7.635244033,17.49666939,0.437237753,0.627747567,1.30277365,1.981157436,2.017657252,5.896279515,10.46442238,14.21766594,64.35408274,443.7401231,291.0186346,460.2058919,2.648557633,2.571021398,2.358696389,6.693007624,0.112274192,0.221780133,0.39923749,0.656779031,0.850806209,3.312769953,2.142657851,3.71952871
2017,CRS,NfPfK3,3,489,300,100,120,150.3194445,878.4027776,1662.854167,2691.576389,7.819942486,9.030543812,10.51970968,27.37019597,0.468826126,1.046303091,1.726020592,3.24114981,1.638181551,4.997315462,11.32830482,17.96380184,54.55114085,260.3176889,368.3791373,678.8911411,2.837868285,2.676232765,2.330475909,7.687587208,0.17013767,0.310075525,0.382372663,0.850724743,0.594498422,1.480971651,2.509607422,4.54002791
2017,CRS,NfPfK4,3,489,300,100,60,129.3611111,744.0416667,1413.90625,2287.309028,7.147331314,6.775814186,8.889185583,22.81233108,0.383946093,0.707817046,1.277157918,2.368921057,1.297642704,3.999993074,7.603149578,12.90078536,43.11437739,28.65100713,369.8554339,398.6961057,2.382112653,0.26091805,2.325269862,3.845735358,0.127964244,0.027256096,0.334084241,0.39931815,0.432487452,0.15402878,1.988863255,2.217512992
2017,CRS,NfPfKf,2,392,300,100,300,130.1018519,735.2500001,990.03125,1855.383102,5.86067133,9.027299705,6.542789227,21.43076026,0.265130958,0.604861184,0.995297998,1.86529014,1.45064976,5.412747569,9.023647639,15.88704497,50.76843974,180.8941094,135.9027218,301.9638195,2.28695545,2.220993322,0.898136159,4.882344899,0.103459596,0.148814451,0.136625694,0.326715423,0.566073609,1.331702347,1.238686431,2.582588265
2017,CRS,NfPfKf,3,489,300,100,300,147.5972222,1143.111111,2266.963542,3557.671875,7.187934507,8.469527987,12.92365568,28.58111818,0.377301246,0.832567666,2.071546285,3.281415197,1.68021927,6.627870849,18.09665134,26.40474146,54.37300972,311.9613465,350.9912464,436.1060917,2.83742624,2.8138135,2.614311892,5.719629973,0.141980374,0.249396923,0.348619409,0.443265722,0.66003398,1.949091737,0.845350731,2.193602965
2017,CRS,NfPfKfMn,3,489,300,100,300,186.1111111,1053.333333,2149.291667,3388.736111,9.769873885,10.47825291,13.23961524,33.48774204,0.518401117,1.201423184,2.131406637,3.851230938,2.377490611,8.878566217,17.563486,28.81954283,5.912165752,355.1160708,396.6516908,518.8313007,0.310358223,3.532591142,2.443370461,3.925437684,0.016467976,0.405042418,0.393351009,0.540158323,0.075525413,2.993279952,3.241340636,4.273867756
2017,CRS,NOTF,2,392,150,40,180,93.77777781,490.2361111,771.8020833,1355.815972,4.190703554,6.883196444,4.598084796,15.67198479,0.203564226,0.508947654,0.736644083,1.449155962,1.184449893,3.477285455,7.117332975,11.77906832,36.63768587,112.0424052,284.3233372,382.7054179,1.637250146,1.573139693,1.6938835,3.984546794,0.079529739,0.116318888,0.271371519,0.406113427,0.462748256,0.794726086,2.62194662,3.47049061
2017,CRS,NOTF,3,489,150,40,180,118.0277778,717.6388889,1236.427083,2072.09375,5.869376723,4.513145589,6.360014503,16.74253682,0.279144743,0.363671325,0.965803614,1.608619682,1.279134239,4.583448693,10.38466473,16.24724766,20.0763012,289.7537937,211.246885,510.7196689,1.17495343,2.005075078,0.911813633,3.833729669,0.064211598,0.163702188,0.305774263,0.482070272,0.328635579,2.059430019,3.56219866,5.776094458
2017,CRS,NOTH,3,489,75,20,90,105.0833333,594.0555555,1320.104167,2019.243056,5.348949548,5.110672853,7.008735694,17.4683581,0.266583693,0.455029405,1.086931765,1.808544863,1.089776988,3.136659943,9.104157038,13.33059397,4.543768627,22.46004686,154.1116723,144.352999,0.231286812,0.193224271,0.818214203,0.704503219,0.011526991,0.017203747,0.126890647,0.117799132,0.047121597,0.11859081,1.062837995,1.005627724
2017,Edo,Control,1,275,0,0,0,115.1381173,155.7021605,370.703125,641.5434028,5.320888841,1.236119694,1.590329844,8.147338379,0.376365244,0.396390928,0.39893182,1.171687991,0.760315271,0.689782137,2.161348812,3.61144622,18.84694162,20.41158208,78.11108274,108.7548351,0.870975518,0.162047582,0.335099377,1.307169317,0.061607172,0.051964378,0.084059168,0.181620458,0.124455896,0.090426136,0.455419133,0.626945723
2017,Edo,Control,2,378,0,0,0,44.3520447,447.8506945,766.1002604,1258.303,1.797532709,4.041929512,3.639850978,9.4793132,0.121677163,0.562262628,0.581313714,1.265253505,0.211453043,0.928373472,2.352812385,3.4926389,6.630877351,93.23385127,240.0866672,334.0144768,0.268741137,0.841451536,1.140685803,2.205642876,0.018191413,0.117052203,0.182176772,0.310986019,0.031613406,0.193269398,0.737343287,0.948718871
2017,Edo,Control,3,506,0,0,0,114.5607639,642.3732639,922.9427083,1679.876736,5.151930754,3.659060954,4.544964959,13.35595667,0.371999363,0.419368685,0.770001656,1.561369704,0.602606335,1.803285337,3.510349172,5.916240844,81.67676489,242.2959237,82.25016672,306.3107933,3.616452172,1.478194204,0.630527916,5.008542349,0.26974544,0.165553126,0.186809045,0.378242377,0.26147915,1.684020501,1.811669525,3.461292803
2017,Edo,N0PfKf,3,506,0,100,300,90.04563489,849.1341766,1445.625,2384.804811,4.262371485,6.693585201,7.118536694,18.07449338,0.34703305,1.461527707,1.576835115,3.385395872,0.848837332,4.215972245,8.269399363,13.33420894,15.31947477,172.6856336,391.0361274,455.6229541,0.725157777,1.361252478,1.925537412,3.169623876,0.059040775,0.297226098,0.42652797,0.59837692,0.144412798,0.857388454,2.236841437,2.604351354
2017,Edo,NfP0Kf,3,506,300,0,300,116.9010416,1381.510417,1186.699219,2685.110678,5.373093515,12.78995388,6.349957636,24.51300503,0.347603338,1.079250347,0.999563682,2.426417368,1.501858298,11.63093058,8.971606846,22.10439572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Edo,NfPfK0,3,506,300,100,0,71.70138888,827.6475694,1063.138021,1962.486979,3.495458106,7.252579329,7.823588086,18.57162552,0.299931285,1.558171516,1.322837815,3.180940616,0.438814892,2.52545495,3.671255898,6.635525739,16.50438436,133.1800275,278.5763607,387.1511237,0.804592282,1.167041082,2.050031749,2.468974302,0.069038847,0.250731511,0.346626061,0.520711948,0.101007383,0.406380895,0.961987143,1.250420824
2017,Edo,NfPfK1,3,506,300,100,240,179.5572917,1999.166667,2516.595216,4808.296032,8.869763532,14.00048633,13.1216024,36.58091697,0.694478167,2.397923329,3.099560899,6.33111018,1.890548707,6.003704674,13.98875868,22.51100578,75.82983663,373.3072915,206.429443,510.7950692,3.745839076,2.614331121,1.076329263,6.95830803,0.29328893,0.447767701,0.254248528,0.812020484,0.798408119,1.121080482,1.147459728,1.867066268
2017,Edo,NfPfK2,1,275,300,100,180,311.0885643,398.6953113,591.2799874,1301.063863,16.51603522,3.52495904,3.341326916,23.38232117,1.050407974,0.910864511,0.757952864,2.719225349,3.330424656,2.561094502,3.909753553,9.801272712,113.5088114,140.4687905,65.4835892,186.5947056,6.026308075,1.241917622,0.370048173,6.865335298,0.383268864,0.320916832,0.083942422,0.614640389,1.215192674,0.90232776,0.43300078,1.667916762
2017,Edo,NfPfK2,2,378,300,100,180,54.50520833,1543.28125,1274.511719,2872.298177,2.054076842,17.76599189,7.365778848,27.18584758,0.116199043,2.758252733,1.567995444,4.44244722,0.339651908,8.130431169,7.764125383,16.23420846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Edo,NfPfK2,3,506,300,100,180,75,1616.328125,1604.941406,3296.269531,3.977542624,14.37166541,9.29015242,27.63936045,0.271317716,2.078428077,1.789840526,4.139586319,0.895475608,9.515990827,8.042777226,18.45424366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Edo,NfPfK3,3,506,300,100,120,90.35156251,1248.359375,1432.34375,2771.054688,4.444888945,10.88006194,8.215673634,23.54062452,0.362404458,1.768925734,1.735378186,3.866708377,0.902445601,5.515687558,7.13470393,13.55283709,10.10941726,146.692708,117.03125,362.8525809,0.497337686,1.278498629,0.671270814,2.260052704,0.040549358,0.207863626,0.141791018,0.453936981,0.100974448,0.648139599,0.582948974,1.640047708
2017,Edo,NfPfK4,3,506,300,100,60,64.16666668,1085.989583,1300.429688,2450.585938,3.249650839,9.278619912,6.95852078,19.48679153,0.250549931,1.617048372,1.451801524,3.319399827,0.498285804,3.252018742,4.673698953,8.424003499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Edo,NfPfKf,1,275,300,100,300,349.7154707,495.2710263,1030.273438,1875.259935,18.41164364,3.705503822,6.362715468,28.47986293,1.220337538,0.952191097,1.344097993,3.516626628,3.422994838,3.172676528,7.339472474,13.93514384,76.7815856,71.86745232,231.1959693,306.6613475,4.042358176,0.537695737,1.427809469,5.087022816,0.267930529,0.1381699,0.301618994,0.562864841,0.751533727,0.460378595,1.646996216,2.280358979
2017,Edo,NfPfKf,2,378,300,100,300,54.19114583,1203.645833,1138.580729,2396.417708,2.052183074,12.48437417,6.794466373,21.33102362,0.121611876,1.729880044,1.362819946,3.214311866,0.377636242,7.269057363,6.744101926,14.39079553,20.8388866,44.14562564,195.6220998,226.0485098,0.789154939,0.457884282,1.167372453,1.797231486,0.046765132,0.063446102,0.234149141,0.283988923,0.145217797,0.266604242,1.158719225,1.347050991
2017,Edo,NfPfKf,3,506,300,100,300,157.6041667,1852.279266,2232.984375,4242.867808,6.989939221,10.91449202,13.66597628,31.57040752,0.60540406,1.661536377,2.477977485,4.744917922,2.087668948,10.58790722,12.32395991,24.99953609,33.93228169,174.1312136,104.2218269,61.95608534,2.165220787,1.421975492,1.449214907,2.406347391,0.179525225,0.351779828,0.156675621,0.37432026,0.387639983,4.101452073,1.335631854,4.822164445
2017,Edo,NfPfKfMn,3,506,300,100,300,130.859375,1969.739583,2759.453125,4860.052083,6.246337983,17.24024115,14.83227344,38.31885258,0.516455081,2.513009183,3.18684393,6.216308194,1.692423012,11.22789748,16.98041945,29.90073994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Edo,NOTF,1,275,150,40,180,239.5601851,281.4255401,597.0348011,1118.020526,11.90970369,2.049252762,2.78283841,16.74179486,0.758616611,0.535890499,0.650832992,1.945340102,2.579563598,1.715635445,4.26348492,8.558683963,45.83619167,50.79223437,96.22311503,84.39994522,2.278740354,0.369853164,0.448505481,2.076379326,0.145149731,0.09671857,0.104893681,0.153764533,0.493560194,0.309641256,0.687138839,0.532756932
2017,Edo,NOTF,2,378,150,40,180,65.390625,1057.682292,1175.078125,2298.151042,2.451251502,10.23278033,5.401067708,18.08509954,0.139661189,1.245509723,1.063638087,2.448808999,0.417418445,5.47281437,6.578364016,12.46859683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Edo,NOTF,3,506,150,40,180,72.23958332,1255.9375,1287.65625,2615.833333,3.264114915,7.622057162,6.930198193,17.81637027,0.194481079,0.731813556,1.149183049,2.075477683,0.539402805,5.548375025,7.217437913,13.30521574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Edo,NOTH,3,506,75,20,90,90.64236113,1012.717014,1367.669271,2471.028646,4.219694985,8.216736063,6.354192035,18.79062308,0.30227858,1.02186756,1.173759631,2.497905771,0.655962677,3.103841245,5.64742164,9.407225562,33.31201848,198.29831,266.5362424,485.2489912,1.550782168,1.608904415,1.238327499,3.973658151,0.111090549,0.200090062,0.228746443,0.502824955,0.241073164,0.607757611,1.100589576,1.860708123
